order_id,customer_name,customer_contact,employee_first_name,employee_last_name,order_date,shipper_name,quantity,product_name,product_price,category_name,supplier_name,supplier_contact
10382,"Ernst Handel","Roland Mendel",Margaret,Peacock,1996-12-13,"Speedy Express",14,"Thuringer Rostbratwurst",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10263,"Ernst Handel","Roland Mendel",Anne,Dodsworth,1996-07-23,"Federal Shipping",60,"Nord-Ost Matjeshering",25.89,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen"
10263,"Ernst Handel","Roland Mendel",Anne,Dodsworth,1996-07-23,"Federal Shipping",28,"Guarana Fantastica",4.5,Beverages,"Refrescos Americanas LTDA","Carlos Diaz"
10430,"Ernst Handel","Roland Mendel",Margaret,Peacock,1997-01-30,"Speedy Express",50,"Sir Rodneys Scones",10,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10430,"Ernst Handel","Roland Mendel",Margaret,Peacock,1997-01-30,"Speedy Express",45,"Alice Mutton",39,Meat/Poultry,"Pavlova, Ltd.","Ian Devling"
10403,"Ernst Handel","Roland Mendel",Margaret,Peacock,1997-01-03,"Federal Shipping",21,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10382,"Ernst Handel","Roland Mendel",Margaret,Peacock,1996-12-13,"Speedy Express",9,"Carnarvon Tigers",62.5,Seafood,"Pavlova, Ltd.","Ian Devling"
10263,"Ernst Handel","Roland Mendel",Anne,Dodsworth,1996-07-23,"Federal Shipping",60,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10382,"Ernst Handel","Roland Mendel",Margaret,Peacock,1996-12-13,"Speedy Express",32,"Chef Antons Gumbo Mix",21.35,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10347,"Familia Arquibaldo","Aria Cruz",Margaret,Peacock,1996-11-06,"Federal Shipping",6,"Rhonbrau Klosterbier",7.75,Beverages,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10386,"Familia Arquibaldo","Aria Cruz",Anne,Dodsworth,1996-12-18,"Federal Shipping",10,"Sasquatch Ale",14,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10347,"Familia Arquibaldo","Aria Cruz",Margaret,Peacock,1996-11-06,"Federal Shipping",4,"Boston Crab Meat",18.4,Seafood,"New England Seafood Cannery","Robb Merchant"
10347,"Familia Arquibaldo","Aria Cruz",Margaret,Peacock,1996-11-06,"Federal Shipping",50,"Chartreuse verte",18,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10386,"Familia Arquibaldo","Aria Cruz",Anne,Dodsworth,1996-12-18,"Federal Shipping",15,"Guarana Fantastica",4.5,Beverages,"Refrescos Americanas LTDA","Carlos Diaz"
10347,"Familia Arquibaldo","Aria Cruz",Margaret,Peacock,1996-11-06,"Federal Shipping",10,"NuNuCa Nuss-Nougat-Creme",14,Confections,"Heli Susswaren GmbH and Co. KG","Petra Winkler"
10408,"Folies gourmandes","Martine Rance",Laura,Callahan,1997-01-08,"Speedy Express",35,"Tarte au sucre",49.3,Confections,"Forets derables","Chantal Goulet"
10408,"Folies gourmandes","Martine Rance",Laura,Callahan,1997-01-08,"Speedy Express",6,Tourtiere,7.45,Meat/Poultry,"Ma Maison","Jean-Guy Lauzon"
10408,"Folies gourmandes","Martine Rance",Laura,Callahan,1997-01-08,"Speedy Express",10,"Gravad lax",26,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10378,"Folk och fa HB","Maria Larsson",Steven,Buchanan,1996-12-10,"Federal Shipping",6,Flotemysost,21.5,"Dairy Products","Norske Meierier","Beate Vileid"
10264,"Folk och fa HB","Maria Larsson",Michael,Suyama,1996-07-24,"Federal Shipping",25,"Jacks New England Clam Chowder",9.65,Seafood,"New England Seafood Cannery","Robb Merchant"
10264,"Folk och fa HB","Maria Larsson",Michael,Suyama,1996-07-24,"Federal Shipping",35,Chang,19,Beverages,"Exotic Liquid","Charlotte Cooper"
10337,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-24,"Federal Shipping",25,"Mozzarella di Giovanni",34.8,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10267,Frankenversand,"Peter Franken",Margaret,Peacock,1996-07-29,"Speedy Express",15,Lakkalikoori,18,Beverages,"Karkki Oy","Anne Heikkonen"
10267,Frankenversand,"Peter Franken",Margaret,Peacock,1996-07-29,"Speedy Express",70,"Raclette Courdavault",55,"Dairy Products","Gai paturage","Eliane Noz"
10342,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-30,"United Package",40,"Pate chinois",24,Meat/Poultry,"Ma Maison","Jean-Guy Lauzon"
10267,Frankenversand,"Peter Franken",Margaret,Peacock,1996-07-29,"Speedy Express",50,"Boston Crab Meat",18.4,Seafood,"New England Seafood Cannery","Robb Merchant"
10342,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-30,"United Package",40,"Inlagd Sill",19,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10342,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-30,"United Package",56,"Gorgonzola Telino",12.5,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10337,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-24,"Federal Shipping",28,"Gravad lax",26,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10337,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-24,"Federal Shipping",20,"Inlagd Sill",19,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10337,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-24,"Federal Shipping",24,"Gumbar Gummibarchen",31.23,Confections,"Heli Susswaren GmbH and Co. KG","Petra Winkler"
10337,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-24,"Federal Shipping",40,Tunnbrod,9,Grains/Cereals,"PB Knackebrod AB","Lars Peterson"
10342,Frankenversand,"Peter Franken",Margaret,Peacock,1996-10-30,"United Package",24,Chang,19,Beverages,"Exotic Liquid","Charlotte Cooper"
10328,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez",Margaret,Peacock,1996-10-14,"Federal Shipping",10,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10328,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez",Margaret,Peacock,1996-10-14,"Federal Shipping",9,"Raclette Courdavault",55,"Dairy Products","Gai paturage","Eliane Noz"
10328,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez",Margaret,Peacock,1996-10-14,"Federal Shipping",40,"Louisiana Fiery Hot Pepper Sauce",21.05,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10366,"Galeria del gastronomo","Eduardo Saavedra",Laura,Callahan,1996-11-28,"United Package",5,"Original Frankfurter grune Sosse",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10426,"Galeria del gastronomo","Eduardo Saavedra",Margaret,Peacock,1997-01-27,"Speedy Express",7,"Wimmers gute Semmelknodel",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10426,"Galeria del gastronomo","Eduardo Saavedra",Margaret,Peacock,1997-01-27,"Speedy Express",5,"Gnocchi di nonna Alice",38,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10366,"Galeria del gastronomo","Eduardo Saavedra",Laura,Callahan,1996-11-28,"United Package",5,"Louisiana Fiery Hot Pepper Sauce",21.05,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10303,"Godos Cocina Tipica","Jose Pedro Freyre",Robert,King,1996-09-11,"United Package",15,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10303,"Godos Cocina Tipica","Jose Pedro Freyre",Robert,King,1996-09-11,"United Package",30,"Louisiana Fiery Hot Pepper Sauce",21.05,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10303,"Godos Cocina Tipica","Jose Pedro Freyre",Robert,King,1996-09-11,"United Package",40,"Boston Crab Meat",18.4,Seafood,"New England Seafood Cannery","Robb Merchant"
10423,"Gourmet Lanchonetes","Andre Fonseca",Michael,Suyama,1997-01-23,"Federal Shipping",20,"Raclette Courdavault",55,"Dairy Products","Gai paturage","Eliane Noz"
10423,"Gourmet Lanchonetes","Andre Fonseca",Michael,Suyama,1997-01-23,"Federal Shipping",14,"Gorgonzola Telino",12.5,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10268,GROSELLA-Restaurante,"Manuel Pereira",Laura,Callahan,1996-07-30,"Federal Shipping",4,"Mozzarella di Giovanni",34.8,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10268,GROSELLA-Restaurante,"Manuel Pereira",Laura,Callahan,1996-07-30,"Federal Shipping",10,"Thuringer Rostbratwurst",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10250,"Hanari Carnes","Mario Pontes",Margaret,Peacock,1996-07-08,"United Package",15,"Louisiana Fiery Hot Pepper Sauce",21.05,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10250,"Hanari Carnes","Mario Pontes",Margaret,Peacock,1996-07-08,"United Package",35,"Manjimup Dried Apples",53,Produce,"Gday, Mate","Wendy Mackenzie"
10250,"Hanari Carnes","Mario Pontes",Margaret,Peacock,1996-07-08,"United Package",10,"Jacks New England Clam Chowder",9.65,Seafood,"New England Seafood Cannery","Robb Merchant"
10395,HILARIoN-Abastos,"Carlos Hernandez",Michael,Suyama,1996-12-26,"Speedy Express",8,Gudbrandsdalsost,36,"Dairy Products","Norske Meierier","Beate Vileid"
10257,HILARIoN-Abastos,"Carlos Hernandez",Margaret,Peacock,1996-07-16,"Federal Shipping",15,"Original Frankfurter grune Sosse",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10395,HILARIoN-Abastos,"Carlos Hernandez",Michael,Suyama,1996-12-26,"Speedy Express",70,"Perth Pasties",32.8,Meat/Poultry,"Gday, Mate","Wendy Mackenzie"
10395,HILARIoN-Abastos,"Carlos Hernandez",Michael,Suyama,1996-12-26,"Speedy Express",28,Spegesild,12,Seafood,Lyngbysild,"Niels Petersen"
10257,HILARIoN-Abastos,"Carlos Hernandez",Margaret,Peacock,1996-07-16,"Federal Shipping",6,"Chartreuse verte",18,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10257,HILARIoN-Abastos,"Carlos Hernandez",Margaret,Peacock,1996-07-16,"Federal Shipping",25,"Schoggi Schokolade",43.9,Confections,"Heli Susswaren GmbH and Co. KG","Petra Winkler"
10373,"Hungry Owl All-Night Grocers","Patricia McKenna",Margaret,Peacock,1996-12-05,"Federal Shipping",50,Flotemysost,21.5,"Dairy Products","Norske Meierier","Beate Vileid"
10380,"Hungry Owl All-Night Grocers","Patricia McKenna",Laura,Callahan,1996-12-12,"Federal Shipping",30,"Outback Lager",15,Beverages,"Pavlova, Ltd.","Ian Devling"
10380,"Hungry Owl All-Night Grocers","Patricia McKenna",Laura,Callahan,1996-12-12,"Federal Shipping",6,"Camembert Pierrot",34,"Dairy Products","Gai paturage","Eliane Noz"
10373,"Hungry Owl All-Night Grocers","Patricia McKenna",Margaret,Peacock,1996-12-05,"Federal Shipping",80,"Escargots de Bourgogne",13.25,Seafood,"Escargots Nouveaux","Marie Delamare"
10298,"Hungry Owl All-Night Grocers","Patricia McKenna",Michael,Suyama,1996-09-05,"United Package",15,"Tarte au sucre",49.3,Confections,"Forets derables","Chantal Goulet"
10298,"Hungry Owl All-Night Grocers","Patricia McKenna",Michael,Suyama,1996-09-05,"United Package",30,"Raclette Courdavault",55,"Dairy Products","Gai paturage","Eliane Noz"
10380,"Hungry Owl All-Night Grocers","Patricia McKenna",Laura,Callahan,1996-12-12,"Federal Shipping",20,"Perth Pasties",32.8,Meat/Poultry,"Gday, Mate","Wendy Mackenzie"
10335,"Hungry Owl All-Night Grocers","Patricia McKenna",Robert,King,1996-10-22,"United Package",48,"Manjimup Dried Apples",53,Produce,"Gday, Mate","Wendy Mackenzie"
10335,"Hungry Owl All-Night Grocers","Patricia McKenna",Robert,King,1996-10-22,"United Package",6,"Mascarpone Fabioli",32,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10335,"Hungry Owl All-Night Grocers","Patricia McKenna",Robert,King,1996-10-22,"United Package",25,"Gorgonzola Telino",12.5,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10298,"Hungry Owl All-Night Grocers","Patricia McKenna",Michael,Suyama,1996-09-05,"United Package",40,"Inlagd Sill",19,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10380,"Hungry Owl All-Night Grocers","Patricia McKenna",Laura,Callahan,1996-12-12,"Federal Shipping",18,"Nord-Ost Matjeshering",25.89,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen"
10335,"Hungry Owl All-Night Grocers","Patricia McKenna",Robert,King,1996-10-22,"United Package",7,Chang,19,Beverages,"Exotic Liquid","Charlotte Cooper"
10298,"Hungry Owl All-Night Grocers","Patricia McKenna",Michael,Suyama,1996-09-05,"United Package",40,Chang,19,Beverages,"Exotic Liquid","Charlotte Cooper"
10318,"Island Trading","Helen Bennett",Laura,Callahan,1996-10-01,"United Package",6,Lakkalikoori,18,Beverages,"Karkki Oy","Anne Heikkonen"
10315,"Island Trading","Helen Bennett",Margaret,Peacock,1996-09-26,"United Package",30,"Outback Lager",15,Beverages,"Pavlova, Ltd.","Ian Devling"
10318,"Island Trading","Helen Bennett",Laura,Callahan,1996-10-01,"United Package",20,"Jacks New England Clam Chowder",9.65,Seafood,"New England Seafood Cannery","Robb Merchant"
10315,"Island Trading","Helen Bennett",Margaret,Peacock,1996-09-26,"United Package",14,"Sasquatch Ale",14,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10323,"Koniglich Essen","Philip Cramer",Margaret,Peacock,1996-10-07,"Speedy Express",4,"Chartreuse verte",18,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10323,"Koniglich Essen","Philip Cramer",Margaret,Peacock,1996-10-07,"Speedy Express",4,"NuNuCa Nuss-Nougat-Creme",14,Confections,"Heli Susswaren GmbH and Co. KG","Petra Winkler"
10323,"Koniglich Essen","Philip Cramer",Margaret,Peacock,1996-10-07,"Speedy Express",5,"Genen Shouyu",15.5,Condiments,Mayumis,"Mayumi Ohno"
10425,"La maison dAsie","Annette Roulet",Michael,Suyama,1997-01-24,"United Package",20,Lakkalikoori,18,Beverages,"Karkki Oy","Anne Heikkonen"
10350,"La maison dAsie","Annette Roulet",Michael,Suyama,1996-11-11,"United Package",18,Gudbrandsdalsost,36,"Dairy Products","Norske Meierier","Beate Vileid"
10425,"La maison dAsie","Annette Roulet",Michael,Suyama,1997-01-24,"United Package",10,"Pate chinois",24,Meat/Poultry,"Ma Maison","Jean-Guy Lauzon"
10350,"La maison dAsie","Annette Roulet",Michael,Suyama,1996-11-11,"United Package",15,"Valkoinen suklaa",16.25,Confections,"Karkki Oy","Anne Heikkonen"
10358,"La maison dAsie","Annette Roulet",Steven,Buchanan,1996-11-20,"Speedy Express",20,"Inlagd Sill",19,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10358,"La maison dAsie","Annette Roulet",Steven,Buchanan,1996-11-20,"Speedy Express",10,"Sasquatch Ale",14,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10358,"La maison dAsie","Annette Roulet",Steven,Buchanan,1996-11-20,"Speedy Express",10,"Guarana Fantastica",4.5,Beverages,"Refrescos Americanas LTDA","Carlos Diaz"
10343,"Lehmanns Marktstand","Renate Messner",Margaret,Peacock,1996-10-31,"Speedy Express",15,Lakkalikoori,18,Beverages,"Karkki Oy","Anne Heikkonen"
10343,"Lehmanns Marktstand","Renate Messner",Margaret,Peacock,1996-10-31,"Speedy Express",4,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
